,vid_id,ad_view
1289,VID_23047,1694
1290,VID_2692,397
1291,VID_20623,1709
1292,VID_19418,125
1293,VID_22232,2969
1294,VID_6574,3400
1295,VID_7327,2093
1296,VID_13579,8050
1297,VID_14575,3255
1298,VID_5813,3142
1299,VID_15008,3058
1300,VID_575,405
1301,VID_20939,5712
1302,VID_1973,1328
1303,VID_6371,550
1304,VID_14854,830
1305,VID_14833,3579
1306,VID_21299,1261
1307,VID_16915,4128
1308,VID_6309,0
1309,VID_10230,4303
1310,VID_17533,0
1311,VID_13445,0
1312,VID_20091,1880
1313,VID_14734,6404
1314,VID_990,4483
1315,VID_1433,4017
1316,VID_17335,0
1317,VID_9492,2508
1318,VID_16368,2427
1319,VID_21194,2354
1320,VID_7536,1682
1321,VID_11647,2301
1322,VID_22540,3581
1323,VID_12919,1694
1324,VID_8573,3057
1325,VID_332,4520
1326,VID_23679,0
1327,VID_6675,0
1328,VID_6431,0
1329,VID_12138,2935
1330,VID_14674,2259
1331,VID_9043,5482
1332,VID_1427,6170
1333,VID_10326,474
1334,VID_6121,0
1335,VID_20413,0
1336,VID_19785,2653
1337,VID_12681,102
1338,VID_20531,2813
1339,VID_6356,0
1340,VID_3790,3174
1341,VID_6591,536
1342,VID_1798,2124
1343,VID_409,781
1344,VID_11941,3364
1345,VID_22788,1337
1346,VID_9094,1725
1347,VID_7071,2570
1348,VID_3436,0
1349,VID_20475,2780
1350,VID_22614,23
1351,VID_15108,5020
1352,VID_7007,2620
1353,VID_18260,3385
1354,VID_10317,1620
1355,VID_21914,6637
1356,VID_8034,343
1357,VID_9624,0
1358,VID_9860,1514
1359,VID_609,0
1360,VID_9013,0
1361,VID_15684,2536
1362,VID_11353,3362
1363,VID_23124,1133
1364,VID_7717,2937
1365,VID_12993,0
1366,VID_390,3325
1367,VID_2574,772
1368,VID_9826,2056
1369,VID_20411,214
1370,VID_13748,3487
1371,VID_22008,3943
1372,VID_23133,1437
1373,VID_18461,0
1374,VID_13349,0
1375,VID_8256,1239
1376,VID_10201,4161
1377,VID_773,16759
1378,VID_11020,15022
1379,VID_12745,1772
1380,VID_19425,4133
1381,VID_12029,4269
1382,VID_1907,2932
1383,VID_22849,2702
1384,VID_2714,4349
1385,VID_19918,0
1386,VID_6134,0
1387,VID_5853,2420
1388,VID_10963,5876
1389,VID_8466,2283
1390,VID_14189,0
1391,VID_13934,0
1392,VID_5932,0
1393,VID_15673,0
1394,VID_7804,0
1395,VID_3722,2049
1396,VID_19906,0
1397,VID_3043,4656
1398,VID_1513,3651
1399,VID_2110,2896
1400,VID_17568,2469
1401,VID_11373,3813
1402,VID_22316,2395
1403,VID_15689,1356
1404,VID_22380,4392
1405,VID_6587,1788
1406,VID_7533,0
1407,VID_15710,0
1408,VID_821,699
1409,VID_13807,777
1410,VID_12586,3487
1411,VID_7625,2356
1412,VID_22652,1571
1413,VID_9901,1064
1414,VID_21380,3135
1415,VID_7879,0
1416,VID_15339,4682
1417,VID_10163,2937
1418,VID_20937,5200
1419,VID_21929,0
1420,VID_19609,3730
1421,VID_64,1220
1422,VID_17238,0
1423,VID_9551,3132
1424,VID_9804,2716
1425,VID_4537,3746
1426,VID_10869,182
1427,VID_22949,5773
1428,VID_7384,1073
1429,VID_15761,0
1430,VID_3571,0
1431,VID_8563,2054
1432,VID_16120,2813
1433,VID_11440,1626
1434,VID_3480,0
1435,VID_4673,977
1436,VID_4063,2698
1437,VID_16045,3177
1438,VID_2318,669
1439,VID_21811,6155
1440,VID_685,1691
1441,VID_18512,3300
1442,VID_21188,6062
1443,VID_16896,0
1444,VID_4347,691
1445,VID_2525,2189
1446,VID_20174,3671
1447,VID_7525,0
1448,VID_6181,0
1449,VID_8939,2017
1450,VID_6809,0
1451,VID_16279,4006
1452,VID_2836,0
1453,VID_19921,1864
1454,VID_10241,4562
1455,VID_5180,2097
1456,VID_7716,4483
1457,VID_5583,832
1458,VID_12564,2294
1459,VID_2866,0
1460,VID_3702,3604
1461,VID_10224,4387
1462,VID_19132,6412
1463,VID_16745,0
1464,VID_9703,3414
1465,VID_9081,3435
1466,VID_14978,0
1467,VID_20905,3418
1468,VID_18935,0
1469,VID_21108,4603
1470,VID_18493,1406
1471,VID_8814,0
1472,VID_7192,3954
1473,VID_7355,230
1474,VID_2617,4537
1475,VID_22856,2828
1476,VID_2794,2205
1477,VID_3468,0
1478,VID_17472,4545
1479,VID_13767,3334
1480,VID_17302,0
1481,VID_22238,2924
1482,VID_23200,372
1483,VID_14721,0
1484,VID_13902,0
1485,VID_2880,1142
1486,VID_23371,934
1487,VID_13147,3879
1488,VID_16856,0
1489,VID_7893,0
1490,VID_4230,1567
1491,VID_9663,0
1492,VID_22068,0
1493,VID_3623,3419
1494,VID_14520,2562
1495,VID_3215,908
1496,VID_12263,5466
1497,VID_20214,2637
1498,VID_2926,972
1499,VID_13776,357
1500,VID_16270,4664
1501,VID_1102,0
1502,VID_2656,840
1503,VID_17831,246
1504,VID_17518,1141
1505,VID_20006,974
1506,VID_4357,3668
1507,VID_5530,299
1508,VID_2286,0
1509,VID_3113,92
1510,VID_2569,0
1511,VID_17384,44376
1512,VID_14754,3051
1513,VID_12427,3636
1514,VID_7113,2047
1515,VID_10799,1724
1516,VID_6332,0
1517,VID_13405,3284
1518,VID_4411,0
1519,VID_5731,0
1520,VID_16584,0
1521,VID_4568,3477
1522,VID_3575,0
1523,VID_15944,4809
1524,VID_15417,4854
1525,VID_5761,4478
1526,VID_11243,2234
1527,VID_362,2670
1528,VID_8932,2716
1529,VID_22733,4002
1530,VID_793,2331
1531,VID_10956,34489
1532,VID_4422,1581
1533,VID_10549,3632
1534,VID_3939,0
1535,VID_19790,2066
1536,VID_18850,4666
1537,VID_13900,2484
1538,VID_14794,1433
1539,VID_19774,2105
1540,VID_12857,758
1541,VID_17928,2761
1542,VID_3372,3347
1543,VID_15175,6149
1544,VID_4571,3093
1545,VID_7559,0
1546,VID_21354,16008
1547,VID_10061,3910
1548,VID_7537,1135
1549,VID_3488,450
1550,VID_13611,2891
1551,VID_6878,1704
1552,VID_4973,1451
1553,VID_13113,0
1554,VID_5266,1347
1555,VID_4629,5343
1556,VID_11240,4141
1557,VID_20165,2100
1558,VID_6081,0
1559,VID_16533,0
1560,VID_15917,5060
1561,VID_9570,3389
1562,VID_11907,4566
1563,VID_23040,22
1564,VID_23418,945
1565,VID_3402,0
1566,VID_784,3367
1567,VID_9459,2478
1568,VID_14437,1173
1569,VID_11004,0
1570,VID_18896,0
1571,VID_10256,2252
1572,VID_17618,4778
1573,VID_22331,3480
1574,VID_3752,2257
1575,VID_12128,0
1576,VID_5781,1994
1577,VID_22852,1948
1578,VID_3982,3654
1579,VID_12789,2127
1580,VID_10045,3952
1581,VID_16750,5652
1582,VID_4877,0
1583,VID_21679,5885
1584,VID_4105,4558
1585,VID_10655,0
1586,VID_17768,0
1587,VID_2849,0
1588,VID_3663,10915
1589,VID_4544,3901
1590,VID_2207,2452
1591,VID_7078,4465
1592,VID_13144,0
1593,VID_4884,0
1594,VID_852,0
1595,VID_12131,3069
1596,VID_16562,4584
1597,VID_9009,1273
1598,VID_13487,0
1599,VID_14576,3968
1600,VID_16832,0
1601,VID_17985,749
1602,VID_21569,0
1603,VID_4951,1774
1604,VID_18135,3180
1605,VID_1962,1830
1606,VID_23091,0
1607,VID_23077,0
1608,VID_9672,0
1609,VID_20332,4323
1610,VID_4113,0
1611,VID_6555,1479
1612,VID_6209,0
1613,VID_23570,0
1614,VID_14917,2266
1615,VID_17109,19687
1616,VID_6136,16601
1617,VID_3040,2452
1618,VID_9886,504
1619,VID_18657,9310
1620,VID_2394,1814
1621,VID_1352,3853
1622,VID_8297,36
1623,VID_10112,2674
1624,VID_4262,0
1625,VID_10461,3425
1626,VID_1952,4543
1627,VID_10504,909
1628,VID_10590,1449
1629,VID_18256,1803
1630,VID_19145,0
1631,VID_20784,6078
1632,VID_448,2565
1633,VID_6293,0
1634,VID_4462,704
1635,VID_6650,1220
1636,VID_11002,3611
1637,VID_17404,0
1638,VID_2118,2576
1639,VID_3642,3603
1640,VID_7963,0
1641,VID_1340,4763
1642,VID_6769,0
1643,VID_23631,0
1644,VID_21726,0
1645,VID_11721,2290
1646,VID_1553,3259
1647,VID_541,2605
1648,VID_2429,2393
1649,VID_13505,3706
1650,VID_23404,0
1651,VID_6298,62
1652,VID_13722,4341
1653,VID_19086,60
1654,VID_19421,2228
1655,VID_3997,0
1656,VID_5230,0
1657,VID_14597,0
1658,VID_22282,5109
1659,VID_3986,0
1660,VID_13078,0
1661,VID_5677,0
1662,VID_7886,0
1663,VID_20821,7972
1664,VID_13253,0
1665,VID_3632,3399
1666,VID_15975,2902
1667,VID_22577,5430
1668,VID_15223,5196
1669,VID_11245,550
1670,VID_1802,2197
1671,VID_7434,916
1672,VID_11313,0
1673,VID_2900,1206
1674,VID_106,2309
1675,VID_9784,1244
1676,VID_15561,4138
1677,VID_20893,3417
1678,VID_4174,0
1679,VID_1295,6247
1680,VID_701,1612
1681,VID_13718,3939
1682,VID_15384,3994
1683,VID_7332,2921
1684,VID_21757,11161
1685,VID_16022,3196
1686,VID_16236,4655
1687,VID_4337,894
1688,VID_20636,5442
1689,VID_639,2313
1690,VID_3511,0
1691,VID_5508,86
1692,VID_6281,0
1693,VID_15053,1363
1694,VID_3435,0
1695,VID_8616,898
1696,VID_14044,8072
1697,VID_6493,3608
1698,VID_3158,0
1699,VID_10253,3657
1700,VID_3001,8681
1701,VID_20951,0
1702,VID_5750,1542
1703,VID_11466,2830
1704,VID_9642,2900
1705,VID_15556,3678
1706,VID_14167,544
1707,VID_16180,2786
1708,VID_5456,0
1709,VID_926,452
1710,VID_16685,3976
1711,VID_14228,2228
1712,VID_14720,0
1713,VID_18717,2779
1714,VID_10635,3353
1715,VID_20840,6186
1716,VID_3096,0
1717,VID_3244,25
1718,VID_21373,26060
1719,VID_5533,80
1720,VID_4549,3448
1721,VID_22471,7085
1722,VID_3835,1451
1723,VID_17761,0
1724,VID_5721,0
1725,VID_510,0
1726,VID_19978,5996
1727,VID_15191,6698
1728,VID_17998,1939
1729,VID_23349,0
1730,VID_13271,1602
1731,VID_16457,672
1732,VID_21777,5848
1733,VID_6416,0
1734,VID_11087,25656
1735,VID_7437,0
1736,VID_22835,4867
1737,VID_8283,775
1738,VID_13522,1140
1739,VID_7611,1877
1740,VID_8984,0
1741,VID_10628,288
1742,VID_9849,3650
1743,VID_1968,0
1744,VID_11578,2022
1745,VID_2237,0
1746,VID_15132,9566
1747,VID_12746,16360
1748,VID_3130,0
1749,VID_9593,0
1750,VID_10652,3149
1751,VID_14015,0
1752,VID_7116,3093
1753,VID_19028,3354
1754,VID_17430,3876
1755,VID_21788,3145
1756,VID_15831,3507
1757,VID_5942,0
1758,VID_15029,161
1759,VID_4352,3903
1760,VID_21653,6994
1761,VID_6190,0
1762,VID_7095,3369
1763,VID_2485,0
1764,VID_6437,1036
1765,VID_11325,3044
1766,VID_13363,3461
1767,VID_6398,0
1768,VID_10189,1798
1769,VID_18253,2135
1770,VID_15829,1745
1771,VID_12349,1180
1772,VID_11887,2321
1773,VID_22327,4672
1774,VID_10815,168
1775,VID_1776,3816
1776,VID_3175,0
1777,VID_21068,1515
1778,VID_7316,3834
1779,VID_21999,8422
1780,VID_19345,1900
1781,VID_3700,6163
1782,VID_7802,0
1783,VID_2126,2177
1784,VID_1254,6526
1785,VID_18091,1621
1786,VID_323,3808
1787,VID_605,3693
1788,VID_22819,0
1789,VID_6178,0
1790,VID_20098,4685
1791,VID_18451,0
1792,VID_21177,6868
1793,VID_6010,1588
1794,VID_21931,0
1795,VID_14297,857
1796,VID_19770,3082
1797,VID_18120,4193
1798,VID_1563,217
1799,VID_976,3301
1800,VID_5235,0
1801,VID_4540,4222
1802,VID_17883,0
1803,VID_16527,5379
1804,VID_1118,4355
1805,VID_22359,11756
1806,VID_10076,7341
1807,VID_654,2113
1808,VID_15065,3386
1809,VID_16385,1792
1810,VID_767,407
1811,VID_18898,0
1812,VID_11910,9918
1813,VID_11880,3937
1814,VID_23174,0
1815,VID_6947,0
1816,VID_23593,1093
1817,VID_20704,2399
1818,VID_6935,0
1819,VID_19859,0
1820,VID_6578,201
1821,VID_9747,2339
1822,VID_13132,618
1823,VID_8734,0
1824,VID_22732,6596
1825,VID_18516,0
1826,VID_1949,5160
1827,VID_22124,5976
1828,VID_8310,2001
1829,VID_14424,4192
1830,VID_18895,397
1831,VID_13210,3175
1832,VID_14732,3424
1833,VID_6603,1833
1834,VID_19754,2768
1835,VID_9276,0
1836,VID_6369,128
1837,VID_12207,863
1838,VID_11183,596
1839,VID_18547,62
1840,VID_12303,2458
1841,VID_1587,4916
1842,VID_22246,2830
1843,VID_16300,5082
1844,VID_4282,0
1845,VID_12064,2356
1846,VID_20842,0
1847,VID_21172,7691
1848,VID_4541,3506
1849,VID_12477,0
1850,VID_18127,3196
1851,VID_1502,3026
1852,VID_18016,3857
1853,VID_10950,7348
1854,VID_11735,0
1855,VID_11959,2992
1856,VID_20482,4799
1857,VID_5816,1648
1858,VID_7301,6333
1859,VID_226,0
1860,VID_20856,7636
1861,VID_5107,938
1862,VID_11678,4168
1863,VID_23497,0
1864,VID_6797,218
1865,VID_22106,5886
1866,VID_10151,1021
1867,VID_6725,0
1868,VID_2435,1773
1869,VID_17908,4134
1870,VID_454,0
1871,VID_23067,137
1872,VID_21609,4595
1873,VID_3253,0
1874,VID_5935,0
1875,VID_1568,2997
1876,VID_14804,3469
1877,VID_22087,4564
1878,VID_9497,3218
1879,VID_4592,0
1880,VID_5831,2546
1881,VID_11356,3777
1882,VID_17667,1326
1883,VID_13649,1003
1884,VID_7974,432
1885,VID_6013,2417
1886,VID_4389,1056
1887,VID_19030,2593
1888,VID_832,4187
1889,VID_14244,578
1890,VID_282,1098
1891,VID_17406,0
1892,VID_12603,4109
1893,VID_4580,2869
1894,VID_9481,1230
1895,VID_22005,5267
1896,VID_20093,2555
1897,VID_3816,0
1898,VID_12403,2374
1899,VID_16868,0
1900,VID_11701,0
1901,VID_16884,0
1902,VID_7812,0
1903,VID_1655,20
1904,VID_21729,3959
1905,VID_6951,0
1906,VID_17539,9784
1907,VID_2956,0
1908,VID_10006,3011
1909,VID_14881,3841
1910,VID_1138,0
1911,VID_14030,2379
1912,VID_3201,0
1913,VID_17876,3219
1914,VID_20857,7257
1915,VID_2154,2400
1916,VID_5544,358
1917,VID_10712,1762
1918,VID_6910,5412
1919,VID_2882,198
1920,VID_15719,76
1921,VID_2706,3178
1922,VID_143,2153
1923,VID_10659,0
1924,VID_22669,4728
1925,VID_3256,0
1926,VID_18252,1023
1927,VID_137,1371
1928,VID_8672,3292
1929,VID_12118,6563
1930,VID_6922,2658
1931,VID_17178,3404
1932,VID_4557,1771
1933,VID_8160,2055
1934,VID_6384,0
1935,VID_23225,0
1936,VID_17567,1633
1937,VID_3948,2969
1938,VID_9140,0
1939,VID_7953,0
1940,VID_11092,10643
1941,VID_1181,1804
1942,VID_8841,1014
1943,VID_1656,96
1944,VID_1754,2153
1945,VID_9938,3360
1946,VID_14679,5624
1947,VID_19110,3502
1948,VID_17072,6309
1949,VID_18196,2627
1950,VID_14429,3161
1951,VID_20829,11000
1952,VID_1727,0
1953,VID_4614,3791
1954,VID_16758,5213
1955,VID_44,3336
1956,VID_15213,3185
1957,VID_1709,2523
1958,VID_5094,4244
1959,VID_15523,1522
1960,VID_14180,608
1961,VID_17357,4904
1962,VID_23027,0
1963,VID_9263,640
1964,VID_739,3339
1965,VID_4921,1269
1966,VID_12691,2909
1967,VID_3569,0
1968,VID_5953,2044
1969,VID_21747,9288
1970,VID_9598,1885
1971,VID_176,0
1972,VID_19040,2636
1973,VID_6705,0
1974,VID_21343,5832
1975,VID_4162,0
1976,VID_22679,2030
1977,VID_19508,2202
1978,VID_2131,2213
1979,VID_9655,0
1980,VID_4729,0
1981,VID_21712,6791
1982,VID_23591,972
1983,VID_1571,5486
1984,VID_19048,1731
1985,VID_10794,3575
1986,VID_8462,2824
1987,VID_7572,1332
1988,VID_19660,12298
1989,VID_10977,4243
1990,VID_18270,1750
1991,VID_10621,84
1992,VID_20459,6216
1993,VID_8902,0
1994,VID_8879,1081
1995,VID_23588,37
1996,VID_21748,8488
1997,VID_17517,2394
1998,VID_17678,0
1999,VID_12011,3555
2000,VID_21869,20922
2001,VID_7035,2072
2002,VID_915,4900
2003,VID_3330,790
2004,VID_21146,996
2005,VID_5812,3736
2006,VID_21236,3283
2007,VID_19792,331
2008,VID_11920,2715
2009,VID_8060,1913
2010,VID_11201,393
2011,VID_4814,0
2012,VID_2255,0
2013,VID_1557,3724
2014,VID_4517,4003
2015,VID_1847,515
2016,VID_12468,0
2017,VID_17563,1323
2018,VID_6092,0
2019,VID_8505,2999
2020,VID_3145,1071
2021,VID_4523,3295
2022,VID_5572,0
2023,VID_15622,4820
2024,VID_23664,342
2025,VID_1199,3370
2026,VID_20859,8405
2027,VID_20219,2566
2028,VID_14843,0
2029,VID_10143,3208
2030,VID_18589,0
2031,VID_12417,2701
2032,VID_13581,2026
2033,VID_3415,0
2034,VID_17443,839
2035,VID_4628,3405
2036,VID_2661,0
2037,VID_7209,3693
2038,VID_7870,0
2039,VID_17045,3828
2040,VID_20063,3811
2041,VID_11909,3377
2042,VID_17225,3760
2043,VID_14680,7
2044,VID_7326,0
2045,VID_15140,11559
2046,VID_2324,2384
2047,VID_2936,889
2048,VID_18115,782
2049,VID_9316,1473
2050,VID_18367,3804
2051,VID_15205,4233
2052,VID_3068,2375
2053,VID_6319,0
2054,VID_14285,4326
2055,VID_20949,1956
2056,VID_7519,537
2057,VID_5836,3186
2058,VID_20268,2449
2059,VID_12833,431
2060,VID_17659,1435
2061,VID_7137,2959
2062,VID_22579,4252
2063,VID_21681,6880
2064,VID_2911,87
2065,VID_23348,2200
2066,VID_15619,2981
2067,VID_10327,1025
2068,VID_13590,338
2069,VID_9793,1478
2070,VID_22698,0
2071,VID_2798,0
2072,VID_15022,1795
2073,VID_23502,1837
2074,VID_865,2061
2075,VID_12126,492
2076,VID_10439,3365
2077,VID_3103,408
2078,VID_10764,945
2079,VID_20169,2097
2080,VID_20766,0
2081,VID_20512,4117
2082,VID_21472,2741
2083,VID_18887,0
2084,VID_922,0
2085,VID_21984,5574
2086,VID_16563,4816
2087,VID_16788,0
2088,VID_17778,0
2089,VID_1904,2946
2090,VID_928,0
2091,VID_12845,0
2092,VID_6422,0
2093,VID_10221,2596
2094,VID_15977,0
2095,VID_21774,4327
2096,VID_19891,0
2097,VID_23519,0
2098,VID_9823,3286
2099,VID_17541,1296
2100,VID_15111,3355
2101,VID_19743,1982
2102,VID_5621,1538
2103,VID_7492,273
2104,VID_4974,0
2105,VID_3104,0
2106,VID_22084,4560
2107,VID_8234,974
2108,VID_13324,822
2109,VID_18874,0
2110,VID_12753,3057
2111,VID_3226,0
2112,VID_5911,3244
2113,VID_18670,3820
2114,VID_13918,0
2115,VID_22137,1706
2116,VID_5582,3599
2117,VID_17134,10531
2118,VID_6065,2106
2119,VID_7714,4658
2120,VID_19758,583
2121,VID_5181,6431
2122,VID_11772,0
2123,VID_10293,3462
2124,VID_18907,1980
2125,VID_11238,2774
2126,VID_9684,0
2127,VID_14439,87
2128,VID_3502,0
2129,VID_4648,1561
2130,VID_13653,4290
2131,VID_7319,2388
2132,VID_22221,3722
2133,VID_10521,1685
2134,VID_23193,437
2135,VID_9209,1341
2136,VID_386,805
2137,VID_41,2259
2138,VID_4129,0
2139,VID_1323,1610
2140,VID_19618,5673
2141,VID_6806,0
2142,VID_5608,0
2143,VID_8789,3633
2144,VID_16467,2890
2145,VID_3723,3236
2146,VID_4399,0
2147,VID_259,0
2148,VID_17597,5461
2149,VID_21110,4360
2150,VID_293,3749
2151,VID_22872,6364
2152,VID_3543,0
2153,VID_17344,5470
2154,VID_2219,0
2155,VID_4004,0
2156,VID_4449,677
2157,VID_3243,190
2158,VID_11767,0
2159,VID_19467,1801
2160,VID_16918,2818
2161,VID_8455,3390
2162,VID_20744,383
2163,VID_20358,7644
2164,VID_23417,1133
2165,VID_4859,0
2166,VID_21291,887
2167,VID_2742,0
2168,VID_932,3280
2169,VID_4665,3016
2170,VID_1931,0
2171,VID_834,0
2172,VID_16455,1696
2173,VID_18695,2502
2174,VID_12570,1875
2175,VID_3363,0
2176,VID_1429,3819
2177,VID_23147,0
2178,VID_370,551
2179,VID_8257,0
2180,VID_14746,6820
2181,VID_12892,3363
2182,VID_9440,1501
2183,VID_6662,0
2184,VID_2439,2930
2185,VID_18596,0
2186,VID_5669,0
2187,VID_20658,3906
2188,VID_5661,0
2189,VID_19314,2252
2190,VID_21996,3206
2191,VID_4895,0
2192,VID_17999,3203
2193,VID_1786,1680
2194,VID_23173,0
2195,VID_7943,0
2196,VID_12577,2239
2197,VID_17318,2991
2198,VID_21978,6022
2199,VID_11917,3497
2200,VID_7819,0
2201,VID_16076,2936
2202,VID_1612,3299
2203,VID_17300,387
2204,VID_19434,1110
2205,VID_5088,3353
2206,VID_21732,0
2207,VID_12730,5877
2208,VID_1460,7278
2209,VID_17895,0
2210,VID_16178,3347
2211,VID_22430,4612
2212,VID_12248,10592
2213,VID_18022,2923
2214,VID_3374,0
2215,VID_3356,0
2216,VID_23558,0
2217,VID_21886,8422
2218,VID_12680,78
2219,VID_5318,4596
2220,VID_18729,887
2221,VID_3743,0
2222,VID_22340,7242
2223,VID_7883,0
2224,VID_14571,3548
2225,VID_20046,2597
2226,VID_14313,1609
2227,VID_19082,2067
2228,VID_11669,2554
2229,VID_2403,1872
2230,VID_7712,4682
2231,VID_18609,3890
2232,VID_11421,3031
2233,VID_17566,2059
2234,VID_18756,1235
2235,VID_4247,3100
2236,VID_873,0
2237,VID_5746,0
2238,VID_13164,0
2239,VID_7328,3138
2240,VID_12080,4924
2241,VID_6225,0
2242,VID_21762,37683
2243,VID_7152,3446
2244,VID_18531,3037
2245,VID_13933,744
2246,VID_20645,3429
2247,VID_7912,0
2248,VID_3764,0
2249,VID_1419,1975
2250,VID_10266,3916
2251,VID_17267,4902
2252,VID_17708,1138
2253,VID_14260,4394
2254,VID_22827,2409
2255,VID_15849,1848
2256,VID_6295,0
2257,VID_4035,4510
2258,VID_15408,4700
2259,VID_17222,4218
2260,VID_6272,1279
2261,VID_11058,0
2262,VID_7933,0
2263,VID_10786,3125
2264,VID_15374,3922
2265,VID_19008,857
2266,VID_2844,0
2267,VID_12873,3107
2268,VID_1355,0
2269,VID_19948,0
2270,VID_13963,3551
2271,VID_21011,5751
2272,VID_21482,3591
2273,VID_21047,4880
2274,VID_4720,3045
2275,VID_22653,1362
2276,VID_17703,152
2277,VID_13037,3261
2278,VID_18144,5628
2279,VID_23720,7526
2280,VID_15700,494
2281,VID_2508,2359
2282,VID_22904,2255
2283,VID_17530,2483
2284,VID_18410,2668
2285,VID_1699,1743
2286,VID_13566,6619
2287,VID_8420,3498
2288,VID_11889,6068
2289,VID_895,2421
2290,VID_3134,0
2291,VID_10710,2590
2292,VID_4238,0
2293,VID_11849,2323
2294,VID_2588,0
2295,VID_6522,2062
2296,VID_12950,3996
2297,VID_11709,0
2298,VID_16269,715
2299,VID_364,2747
2300,VID_2644,4008
2301,VID_23659,0
2302,VID_2730,2863
2303,VID_1454,12137
2304,VID_2825,0
2305,VID_20225,3671
2306,VID_1489,6601
2307,VID_23715,2259
2308,VID_12821,709
2309,VID_11847,4088
2310,VID_7640,1493
2311,VID_19332,49
2312,VID_5762,4152
2313,VID_20998,3059
2314,VID_11454,2364
2315,VID_17762,0
2316,VID_691,1942
2317,VID_21981,6600
2318,VID_14040,12445
2319,VID_5138,3951
2320,VID_2373,2077
2321,VID_6714,0
2322,VID_19344,3765
2323,VID_6267,5356
2324,VID_7897,0
2325,VID_13511,973
2326,VID_6917,2688
2327,VID_3310,0
2328,VID_14906,3791
2329,VID_7881,0
2330,VID_13142,0
2331,VID_15795,2573
2332,VID_18665,915
2333,VID_2431,2569
2334,VID_13625,4604
2335,VID_2025,1211
2336,VID_1001,2547
2337,VID_3076,1214
2338,VID_16999,4637
2339,VID_22546,2926
2340,VID_22344,4303
2341,VID_20339,5131
2342,VID_504,68
2343,VID_17790,3216
2344,VID_3641,3706
2345,VID_18275,1090
2346,VID_14821,1026
2347,VID_1580,4617
2348,VID_9979,3907
2349,VID_21425,567
2350,VID_6419,0
2351,VID_6374,0
2352,VID_23257,0
2353,VID_6998,2170
2354,VID_8926,2129
2355,VID_4243,0
2356,VID_14086,0
2357,VID_22645,8000
2358,VID_21879,26797
2359,VID_9573,2586
2360,VID_1998,0
2361,VID_14137,3588
2362,VID_7136,2460
2363,VID_9981,2914
2364,VID_11657,3213
2365,VID_7110,1388
2366,VID_21099,3821
2367,VID_1543,4810
2368,VID_5706,99
2369,VID_23139,3066
2370,VID_5755,2087
2371,VID_13994,0
2372,VID_11854,2099
2373,VID_18964,0
2374,VID_14089,0
2375,VID_1725,3662
2376,VID_14435,0
2377,VID_13519,1972
2378,VID_6687,0
2379,VID_992,2149
2380,VID_13255,2538
2381,VID_8720,1476
2382,VID_22967,4022
2383,VID_21862,8293
2384,VID_1011,3409
2385,VID_18429,0
2386,VID_19556,7245
2387,VID_11414,2328
2388,VID_4631,3043
2389,VID_886,0
2390,VID_18079,0
2391,VID_16482,1900
2392,VID_23628,294
2393,VID_2940,0
2394,VID_22096,4015
2395,VID_18014,2155
2396,VID_8405,2320
2397,VID_7807,0
2398,VID_12928,3311
2399,VID_23436,0
2400,VID_2351,2413
2401,VID_22593,4988
2402,VID_10735,4171
2403,VID_9377,0
2404,VID_12438,3403
2405,VID_20892,2986
2406,VID_1087,5969
2407,VID_5149,2243
2408,VID_1085,3491
2409,VID_16895,0
2410,VID_10319,0
2411,VID_4222,1248
2412,VID_13244,2306
2413,VID_14100,3137
2414,VID_4217,0
2415,VID_10197,0
2416,VID_3220,0
2417,VID_13107,0
2418,VID_6301,0
2419,VID_15202,1634
2420,VID_8263,1559
2421,VID_10766,0
2422,VID_6885,0
2423,VID_8141,0
2424,VID_20428,0
2425,VID_14824,2648
2426,VID_7651,1873
2427,VID_10878,1240
2428,VID_4263,0
2429,VID_9922,0
2430,VID_6475,0
2431,VID_15557,4169
2432,VID_17806,2353
2433,VID_17324,6975
2434,VID_19027,1788
2435,VID_21128,4319
2436,VID_3196,635
2437,VID_9196,3114
2438,VID_17497,1705
2439,VID_11413,1490
2440,VID_10917,3867
2441,VID_22606,2216
2442,VID_9824,501
2443,VID_23286,0
2444,VID_9752,912
2445,VID_13761,2230
2446,VID_21939,0
2447,VID_535,0
2448,VID_23444,0
2449,VID_1499,4637
2450,VID_5034,3917
2451,VID_9413,3279
2452,VID_6244,0
2453,VID_23106,1702
2454,VID_19719,5370
2455,VID_4412,1915
2456,VID_18926,1850
2457,VID_23637,0
2458,VID_18666,3750
2459,VID_21005,4730
2460,VID_18951,656
2461,VID_9165,2950
2462,VID_3715,1020
2463,VID_10362,139
2464,VID_2231,0
2465,VID_9123,4191
2466,VID_577,2996
2467,VID_11922,6527
2468,VID_11881,2864
2469,VID_21127,2882
2470,VID_14805,3233
2471,VID_19323,2387
2472,VID_10125,2826
2473,VID_1717,0
2474,VID_1819,870
2475,VID_1609,2171
2476,VID_18343,4599
2477,VID_4800,680
2478,VID_4740,3550
2479,VID_6502,0
2480,VID_9232,4231
2481,VID_13675,0
2482,VID_2567,1439
2483,VID_3546,0
2484,VID_23743,2310
2485,VID_23270,0
2486,VID_12998,0
2487,VID_21509,5715
2488,VID_3602,3547
2489,VID_21989,5049
2490,VID_5159,3148
2491,VID_20289,1035
2492,VID_7900,0
2493,VID_3558,0
2494,VID_1764,2023
2495,VID_13204,3311
